signal_key_id,geo_key_id,time_type,time_value,issue,value,stderr,sample_size,lag,value_updated_timestamp,computation_as_of_dt,missing_value,missing_stderr,missing_sample_size
192,4858,day,20190606,20220815,723.46676459787,,,543,1606759903,,0,5,5
90,3141,day,20200707,20220821,0.0702307942407087,0.0161499117093121,15.0,55,1598896824,,0,0,0
91,945,day,20200705,20201017,2401.0,,,104,1602951107,,0,5,5
68,271,day,20200720,20201030,720.8881498508338,,,102,1604112724,,0,5,5
100,4859,day,20210602,20220813,11286.0355755,,,2,1622829206,,0,5,5
4,201,day,20201223,20220815,16.224888,1.5734834971908869,,73,1615075053,,0,0,5
66,1250,day,20200527,20220807,30.183213,,,259,1613103049,,0,5,5
74,4436,day,20210920,20210921,0.0,,,1,1632235684,,0,5,5
74,4121,day,20200821,20220813,0.2236055955064219,,,70,1604113457,,0,5,5
679,1313,day,20210703,20220813,26.5446688,4.1898305,111.0728,66,1631033547,,0,0,0
73,521,day,20201218,20201219,0.1428571428571428,,,1,1608411884,,0,5,5
48,5277,day,20200611,20220813,0.0,,,126,1602822053,,0,5,5
87,1981,day,20201104,20201230,551.927927927928,24.523093168694626,111.0,56,1609369806,,0,0,0
177,1122,day,20201208,20210131,677.4805194805194,23.055822554255545,77.0,54,1612143224,,0,0,0
192,23,day,20201105,20201224,388.5736714312235,,,49,1608852373,,0,5,5
70,2066,day,20200412,20201030,15.615330784757123,,,201,1604107617,,0,5,5
66,1745,day,20210601,20210602,174.268891,,,1,1622645802,,0,5,5
50,1065,day,20200606,20201014,0.0,,,130,1602727324,,0,5,5
48,1854,day,20200226,20200825,0.0,,,181,1598368181,,0,5,5
66,2259,day,20201020,20201030,9.87491770901909,,,10,1604114227,,0,5,5
48,2282,day,20210831,20210901,31.0,,,1,1630516426,,0,5,5
45,1232,day,20210903,20220813,0.0,,,3,1630933965,,0,5,5
69,93,day,20210421,20220803,59.4285714,,,1,1619103647,,0,5,5
231,2542,day,20210924,20220815,4.3642241,0.6710021,927.0,5,1632922651,,0,0,0
69,1268,day,20200608,20220812,0.1428571428571428,,,144,1604110996,,0,5,5
